timestamp,plate_id,event,total_count,location,method,notes
2025-10-09 16:30:56,1,ENTER,1,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:56,1,EXIT,1,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:56,1,ENTER,1,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:56,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:56,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:56,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:56,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:56,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:57,2,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:57,2,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:57,1,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,2,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:57,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:57,1,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,1,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,ENTER,3,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,1,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,EXIT,3,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,3,ENTER,3,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,1,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,EXIT,3,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,3,ENTER,3,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,1,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,EXIT,3,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,2,ENTER,3,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,4,ENTER,4,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,3,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,EXIT,4,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,EXIT,4,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,3,ENTER,4,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,EXIT,4,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,1,ENTER,4,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,2,EXIT,4,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,4,EXIT,4,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,2,ENTER,4,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,3,ENTER,4,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,4,ENTER,4,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 16:30:58,1,EXIT,4,imgs-placas,HaarCascade-Face,Salió
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,2,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 16:30:58,3,SEEN,4,imgs-placas,HaarCascade-Face,
