epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.56723,0.69313,1.49178,0.93794,0.88397,0.54162,0.76618,0.65667,0.60767,2.00846,0.83738,0.000653846,0.000653846,0.000653846
2,15.4527,0.70501,0.85475,0.9321,0.52103,0.47867,0.46896,0.38277,0.67379,1.85987,0.92221,0.00127694,0.00127694,0.00127694
3,22.2758,0.70959,0.77453,0.93884,0.87557,0.78673,0.82941,0.66402,0.65364,1.05191,0.8824,0.00185603,0.00185603,0.00185603
4,29.2461,0.67737,0.68581,0.91816,0.94208,0.83412,0.86293,0.71806,0.61874,0.66202,0.87872,0.001802,0.001802,0.001802
5,36.1494,0.66445,0.64095,0.92997,0.88214,0.79621,0.83965,0.69649,0.57992,1.15001,0.87004,0.001736,0.001736,0.001736
6,43.115,0.63587,0.59302,0.91316,0.91446,0.75829,0.84572,0.70608,0.58937,0.6663,0.86725,0.00167,0.00167,0.00167
7,50.0259,0.63817,0.55975,0.92424,0.95515,0.80746,0.87835,0.73982,0.56915,0.57714,0.85006,0.001604,0.001604,0.001604
8,56.9019,0.61018,0.52229,0.9099,0.94461,0.8082,0.87777,0.72729,0.58988,0.50199,0.8605,0.001538,0.001538,0.001538
9,63.7092,0.60815,0.50546,0.91542,0.94971,0.83412,0.89141,0.75498,0.54906,0.47936,0.84119,0.001472,0.001472,0.001472
10,70.5133,0.59249,0.48846,0.91259,0.93368,0.84834,0.89305,0.76315,0.53368,0.52222,0.83911,0.001406,0.001406,0.001406
11,77.3461,0.57487,0.46629,0.90308,0.94097,0.86256,0.90296,0.77773,0.49521,0.42554,0.83361,0.00134,0.00134,0.00134
12,84.2557,0.55707,0.44294,0.88969,0.95102,0.8673,0.89937,0.77126,0.51215,0.44719,0.83861,0.001274,0.001274,0.001274
13,91.0732,0.53561,0.42204,0.88902,0.95765,0.86256,0.89872,0.76452,0.52963,0.44492,0.8353,0.001208,0.001208,0.001208
14,97.9101,0.55749,0.43533,0.8964,0.96858,0.84834,0.88433,0.76767,0.49216,0.42252,0.82901,0.001142,0.001142,0.001142
15,104.682,0.52962,0.41108,0.89658,0.96564,0.85308,0.90334,0.77546,0.49701,0.38077,0.82829,0.001076,0.001076,0.001076
16,111.515,0.53843,0.39945,0.88925,0.9651,0.86256,0.90301,0.78709,0.47679,0.38307,0.82211,0.00101,0.00101,0.00101
17,118.285,0.52886,0.39022,0.88873,0.94809,0.86558,0.90587,0.78522,0.51147,0.38345,0.83003,0.000944,0.000944,0.000944
18,125.166,0.52468,0.38424,0.88262,0.96344,0.87435,0.90277,0.78734,0.4888,0.44315,0.82835,0.000878,0.000878,0.000878
19,132.355,0.50876,0.37334,0.89096,0.95299,0.86476,0.90909,0.79946,0.47935,0.356,0.82555,0.000812,0.000812,0.000812
20,139.367,0.50224,0.35914,0.87578,0.94033,0.89629,0.92355,0.79621,0.50015,0.34143,0.83503,0.000746,0.000746,0.000746
21,162.655,0.47544,0.35667,0.85729,0.94723,0.86256,0.90425,0.77704,0.48638,0.45247,0.82201,0.00068,0.00068,0.00068
22,169.551,0.47342,0.33929,0.84101,0.95449,0.89464,0.92343,0.79938,0.49245,0.36499,0.82751,0.000614,0.000614,0.000614
23,176.463,0.46965,0.32713,0.85142,0.96173,0.87678,0.91442,0.80826,0.48045,0.35796,0.82591,0.000548,0.000548,0.000548
24,183.336,0.45355,0.31803,0.84405,0.96847,0.87345,0.91959,0.79814,0.47107,0.34342,0.82259,0.000482,0.000482,0.000482
25,190.272,0.44306,0.31613,0.84367,0.96476,0.90812,0.9249,0.81427,0.44835,0.32411,0.81486,0.000416,0.000416,0.000416
26,197.17,0.42482,0.29434,0.8397,0.95647,0.891,0.9182,0.8162,0.43977,0.30871,0.81276,0.00035,0.00035,0.00035
27,204.145,0.41756,0.28587,0.84001,0.97176,0.87204,0.92525,0.81006,0.44428,0.30987,0.81732,0.000284,0.000284,0.000284
28,211.051,0.42192,0.28055,0.83534,0.96619,0.87204,0.91861,0.81381,0.44621,0.30774,0.81645,0.000218,0.000218,0.000218
29,217.92,0.41193,0.26952,0.83463,0.96861,0.87742,0.93017,0.82582,0.44069,0.29046,0.81561,0.000152,0.000152,0.000152
30,224.803,0.38901,0.2621,0.82563,0.97387,0.87678,0.92827,0.82713,0.44155,0.29737,0.81462,8.6e-05,8.6e-05,8.6e-05
