timestamp,plate_id,event,total_count,location,method,notes
2025-10-09 17:17:03,1,ENTER,1,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 17:17:03,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:03,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:03,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:03,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:03,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:03,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:03,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:03,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:04,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:05,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,1,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,2,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 17:17:06,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,2,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 17:17:06,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:06,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:07,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:07,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:07,1,SEEN,2,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:07,1,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 17:17:07,1,ENTER,2,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 17:17:07,1,EXIT,2,imgs-placas,HaarCascade-Face,Salió
2025-10-09 17:17:08,3,ENTER,3,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 17:17:08,3,SEEN,3,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:08,3,EXIT,3,imgs-placas,HaarCascade-Face,Salió
2025-10-09 17:17:10,4,ENTER,4,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:10,4,EXIT,4,imgs-placas,HaarCascade-Face,Salió
2025-10-09 17:17:12,4,ENTER,4,imgs-placas,HaarCascade-Face,Nuevo ID
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
2025-10-09 17:17:12,4,SEEN,4,imgs-placas,HaarCascade-Face,
