epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,248,0.67868,1.13592,0.9916,0.99434,1,0.995,0.91233,0.43073,0.77436,0.82296,0.00022148,0.00022148,0.00022148
29,256.878,0.71095,1.20701,1.00376,0.99729,1,0.995,0.9158,0.44027,0.69804,0.82182,0.000206123,0.000206123,0.000206123
30,265.674,0.67157,1.18714,0.97118,0.99832,1,0.995,0.90376,0.45862,0.70843,0.82626,0.000190949,0.000190949,0.000190949
31,274.499,0.65781,1.12594,0.97666,0.99532,1,0.995,0.91646,0.43392,0.69533,0.82113,0.000176018,0.000176018,0.000176018
32,283.188,0.66026,1.10002,0.98018,0.99437,0.99994,0.995,0.91882,0.39675,0.66082,0.81397,0.000161389,0.000161389,0.000161389
33,292.002,0.61999,1.06047,0.97431,0.99431,1,0.995,0.93627,0.35471,0.62931,0.80436,0.00014712,0.00014712,0.00014712
34,300.842,0.64285,1.04253,0.97974,0.99718,1,0.995,0.92104,0.41845,0.65464,0.81113,0.000133266,0.000133266,0.000133266
35,309.494,0.61781,1.04855,0.96817,0.99745,1,0.995,0.91826,0.41354,0.66385,0.81199,0.000119883,0.000119883,0.000119883
36,318.197,0.62315,1.04098,0.97025,0.99737,1,0.995,0.92521,0.39858,0.63191,0.80971,0.000107023,0.000107023,0.000107023
37,326.966,0.60085,1.00952,0.95684,0.99788,1,0.995,0.93696,0.36911,0.6063,0.80567,9.47376e-05,9.47376e-05,9.47376e-05
38,335.664,0.59303,0.97683,0.95554,0.99715,1,0.995,0.92238,0.39335,0.61108,0.80658,8.30746e-05,8.30746e-05,8.30746e-05
39,344.387,0.60444,0.99249,0.96549,0.99728,1,0.995,0.93649,0.36091,0.59928,0.80207,7.20803e-05,7.20803e-05,7.20803e-05
40,353.267,0.58611,0.96321,0.97627,0.99828,1,0.995,0.92935,0.36768,0.59631,0.80277,6.1798e-05,6.1798e-05,6.1798e-05
41,389.101,0.44281,0.73653,0.84699,0.99825,1,0.995,0.92712,0.38481,0.6028,0.80534,5.22683e-05,5.22683e-05,5.22683e-05
42,398.028,0.44118,0.73075,0.84638,0.99814,1,0.995,0.93293,0.37919,0.59525,0.80271,4.35288e-05,4.35288e-05,4.35288e-05
43,406.667,0.44538,0.71485,0.85665,0.99692,1,0.995,0.93956,0.36685,0.59984,0.80135,3.56141e-05,3.56141e-05,3.56141e-05
44,415.31,0.44571,0.707,0.86015,0.99722,1,0.995,0.93417,0.37279,0.61894,0.80217,2.85553e-05,2.85553e-05,2.85553e-05
45,423.984,0.42285,0.69883,0.84237,0.99687,1,0.995,0.93111,0.3626,0.60307,0.80019,2.23803e-05,2.23803e-05,2.23803e-05
46,432.71,0.42848,0.69912,0.85348,0.99685,1,0.995,0.93557,0.35512,0.58705,0.79903,1.71135e-05,1.71135e-05,1.71135e-05
47,441.328,0.4154,0.68666,0.82824,0.99714,1,0.995,0.93109,0.35096,0.58036,0.79807,1.27757e-05,1.27757e-05,1.27757e-05
48,450.144,0.4183,0.67459,0.83472,0.99737,1,0.995,0.93212,0.35364,0.57355,0.79824,9.38391e-06,9.38391e-06,9.38391e-06
49,458.842,0.42776,0.67542,0.8366,0.99759,1,0.995,0.93328,0.3545,0.57099,0.79812,6.95161e-06,6.95161e-06,6.95161e-06
50,467.556,0.42176,0.68172,0.84248,0.99759,1,0.995,0.93447,0.34821,0.57118,0.7975,5.48838e-06,5.48838e-06,5.48838e-06
