epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,57.6656,0.82586,1.54209,1.01477,0.99349,0.99872,0.995,0.85311,0.62636,1.01417,0.83108,0.000421925,0.000421925,0.000421925
15,61.649,0.7983,1.5419,1.02578,0.96065,0.99597,0.99413,0.85441,0.61375,1.1197,0.85014,0.000410262,0.000410262,0.000410262
16,65.5831,0.81994,1.52383,1.03565,0.99578,0.99884,0.995,0.85142,0.62751,0.97784,0.83565,0.000397977,0.000397977,0.000397977
17,69.5367,0.8382,1.5641,1.03992,0.99063,0.99878,0.99472,0.87241,0.51768,0.9533,0.81628,0.000385117,0.000385117,0.000385117
18,73.501,0.81472,1.49032,1.0502,0.98353,0.99663,0.99456,0.84594,0.59042,1.01534,0.83466,0.000371734,0.000371734,0.000371734
19,77.5353,0.76229,1.40527,1.00772,0.99104,0.99802,0.99456,0.85873,0.59043,0.95858,0.82435,0.00035788,0.00035788,0.00035788
20,81.4814,0.74827,1.39612,0.99354,0.98263,0.99435,0.9921,0.8724,0.5125,0.93864,0.80947,0.000343611,0.000343611,0.000343611
21,85.4639,0.78198,1.41697,1.01621,0.99056,0.99435,0.99468,0.863,0.56784,0.88261,0.81811,0.000328982,0.000328982,0.000328982
22,89.3871,0.71499,1.2811,1.00158,0.98421,0.99279,0.99224,0.87505,0.53449,0.95103,0.81501,0.000314051,0.000314051,0.000314051
23,93.3562,0.72669,1.3041,1.00689,0.98691,0.99854,0.995,0.84873,0.60342,0.87388,0.8156,0.000298877,0.000298877,0.000298877
24,97.2597,0.69722,1.23492,0.9804,0.99532,0.99435,0.99489,0.88678,0.51669,0.82661,0.80804,0.00028352,0.00028352,0.00028352
25,101.34,0.73633,1.2584,1.01304,0.99263,1,0.995,0.87508,0.54689,0.85117,0.82262,0.000268041,0.000268041,0.000268041
26,105.302,0.72303,1.23361,1.00164,0.97913,0.99823,0.9935,0.88242,0.5104,0.84049,0.8053,0.0002525,0.0002525,0.0002525
27,109.255,0.69699,1.20574,0.97584,0.99528,0.98305,0.99409,0.90188,0.46635,0.77295,0.79585,0.000236959,0.000236959,0.000236959
28,113.44,0.67234,1.14496,0.97181,0.99422,0.99435,0.99489,0.90606,0.49813,0.75286,0.79986,0.00022148,0.00022148,0.00022148
29,117.964,0.6987,1.22207,1.0011,0.99393,1,0.995,0.9118,0.47001,0.75554,0.79805,0.000206123,0.000206123,0.000206123
30,122.105,0.69211,1.14222,0.97237,0.99538,1,0.995,0.90453,0.49793,0.7479,0.79798,0.000190949,0.000190949,0.000190949
31,126.196,0.6731,1.11047,0.97994,0.99588,1,0.995,0.89183,0.49523,0.72065,0.80113,0.000176018,0.000176018,0.000176018
32,130.166,0.67994,1.13966,0.98212,0.99604,1,0.995,0.92211,0.42478,0.71293,0.79496,0.000161389,0.000161389,0.000161389
33,134.114,0.69104,1.14329,0.97413,0.99756,1,0.995,0.88148,0.54122,0.73056,0.80957,0.00014712,0.00014712,0.00014712
34,138.017,0.63114,1.0485,0.95944,0.99742,1,0.995,0.91128,0.47239,0.69425,0.79855,0.000133266,0.000133266,0.000133266
35,142.048,0.62751,1.07345,0.94833,0.99635,1,0.995,0.89949,0.48556,0.70666,0.79805,0.000119883,0.000119883,0.000119883
36,145.999,0.66196,1.05289,0.96734,0.99665,1,0.995,0.89348,0.49113,0.71433,0.79735,0.000107023,0.000107023,0.000107023
37,150.076,0.62009,1.00199,0.94591,0.99644,1,0.995,0.91172,0.43827,0.68181,0.79017,9.47376e-05,9.47376e-05,9.47376e-05
38,154.016,0.63167,1.03434,0.95219,0.99648,1,0.995,0.90777,0.46673,0.6901,0.79224,8.30746e-05,8.30746e-05,8.30746e-05
39,158.002,0.6169,1.0169,0.94171,0.9973,1,0.995,0.91173,0.44445,0.67477,0.78729,7.20803e-05,7.20803e-05,7.20803e-05
40,161.948,0.62593,1.00163,0.96099,0.99729,1,0.995,0.92234,0.41459,0.64015,0.78362,6.1798e-05,6.1798e-05,6.1798e-05
41,183.176,0.43368,0.77726,0.83374,0.99747,1,0.995,0.89606,0.47182,0.68575,0.78983,5.22683e-05,5.22683e-05,5.22683e-05
42,187.255,0.45555,0.74208,0.83274,0.99714,1,0.995,0.91659,0.4132,0.67445,0.78248,4.35288e-05,4.35288e-05,4.35288e-05
43,191.367,0.43978,0.71918,0.83294,0.99744,1,0.995,0.92666,0.39631,0.64143,0.78061,3.56141e-05,3.56141e-05,3.56141e-05
44,195.357,0.4583,0.77741,0.83693,0.99728,1,0.995,0.92129,0.40267,0.63777,0.78257,2.85553e-05,2.85553e-05,2.85553e-05
45,199.419,0.44398,0.70376,0.84136,0.99699,0.99943,0.995,0.91896,0.39115,0.62146,0.78216,2.23803e-05,2.23803e-05,2.23803e-05
46,203.386,0.42375,0.66563,0.81905,0.99701,1,0.995,0.92143,0.38795,0.61587,0.78172,1.71135e-05,1.71135e-05,1.71135e-05
47,207.335,0.42616,0.67555,0.81946,0.99727,1,0.995,0.92312,0.39033,0.61551,0.78184,1.27757e-05,1.27757e-05,1.27757e-05
48,211.261,0.43793,0.68305,0.83714,0.99719,1,0.995,0.92203,0.39572,0.62228,0.78252,9.38391e-06,9.38391e-06,9.38391e-06
49,215.362,0.43746,0.67186,0.82253,0.99718,1,0.995,0.91998,0.39671,0.61681,0.78282,6.95161e-06,6.95161e-06,6.95161e-06
50,219.355,0.41206,0.6524,0.82678,0.99721,1,0.995,0.92093,0.39431,0.61615,0.7826,5.48838e-06,5.48838e-06,5.48838e-06
