epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.518,0.70326,1.18628,0.98449,0.97222,0.98125,0.98709,0.86578,0.5041,0.80755,0.86151,0.0710145,1.45e-05,1.45e-05
2,25.9989,0.64283,1.07219,0.97426,0.99589,1,0.995,0.91811,0.38696,0.77181,0.80924,0.0410295,2.94928e-05,2.94928e-05
3,36.1354,0.62782,1.02398,0.98386,0.99768,1,0.995,0.92222,0.37501,0.62461,0.80372,0.0110445,4.44565e-05,4.44565e-05
4,46.167,0.61523,0.97163,0.9564,0.99842,1,0.995,0.91848,0.39816,0.59753,0.80793,4.98902e-05,4.98902e-05,4.98902e-05
5,56.3111,0.60457,0.95156,0.95425,0.99834,1,0.995,0.91297,0.42347,0.60248,0.81193,4.98048e-05,4.98048e-05,4.98048e-05
6,66.4426,0.59576,0.94936,0.94973,0.99821,1,0.995,0.92267,0.39825,0.59295,0.80757,4.96953e-05,4.96953e-05,4.96953e-05
7,76.5671,0.58611,0.92718,0.95192,0.99852,1,0.995,0.93057,0.36588,0.56778,0.80143,4.95616e-05,4.95616e-05,4.95616e-05
8,86.6924,0.58757,0.933,0.95787,0.99823,1,0.995,0.94107,0.35033,0.55135,0.79905,4.94039e-05,4.94039e-05,4.94039e-05
9,96.9556,0.60239,0.98116,0.96202,0.99818,1,0.995,0.93802,0.34907,0.55367,0.79873,4.92224e-05,4.92224e-05,4.92224e-05
10,107.068,0.56696,0.91999,0.94892,0.99851,1,0.995,0.92987,0.36295,0.56405,0.80153,4.90173e-05,4.90173e-05,4.90173e-05
11,117.133,0.57628,0.88559,0.95962,0.99864,1,0.995,0.92066,0.39439,0.5682,0.80612,4.87886e-05,4.87886e-05,4.87886e-05
12,127.141,0.59172,0.94613,0.96291,0.99872,1,0.995,0.9372,0.34599,0.54673,0.80006,4.85368e-05,4.85368e-05,4.85368e-05
13,137.173,0.59343,0.92,0.95519,0.99877,1,0.995,0.9328,0.35676,0.54075,0.79893,4.8262e-05,4.8262e-05,4.8262e-05
14,147.349,0.54153,0.85769,0.92829,0.99874,1,0.995,0.92653,0.38653,0.55157,0.80303,4.79644e-05,4.79644e-05,4.79644e-05
15,157.342,0.55898,0.88373,0.93782,0.99856,1,0.995,0.92946,0.37265,0.54053,0.80029,4.76445e-05,4.76445e-05,4.76445e-05
16,167.418,0.55897,0.89586,0.94606,0.99867,1,0.995,0.93353,0.36295,0.53741,0.79811,4.73024e-05,4.73024e-05,4.73024e-05
17,177.668,0.56517,0.87169,0.95346,0.99859,1,0.995,0.94169,0.35282,0.54327,0.79722,4.69386e-05,4.69386e-05,4.69386e-05
18,189.163,0.54388,0.84895,0.94748,0.99856,1,0.995,0.93405,0.34378,0.53996,0.79756,4.65534e-05,4.65534e-05,4.65534e-05
19,200.363,0.54376,0.88018,0.94069,0.9985,1,0.995,0.94182,0.33914,0.54893,0.79811,4.61471e-05,4.61471e-05,4.61471e-05
20,210.551,0.5483,0.83388,0.93374,0.99857,1,0.995,0.93845,0.34082,0.54794,0.79792,4.57202e-05,4.57202e-05,4.57202e-05
21,220.746,0.5478,0.86866,0.94539,0.99872,1,0.995,0.93499,0.34504,0.55095,0.79908,4.52732e-05,4.52732e-05,4.52732e-05
22,230.949,0.54795,0.8574,0.94318,0.99872,1,0.995,0.94054,0.338,0.55497,0.80011,4.48063e-05,4.48063e-05,4.48063e-05
23,240.965,0.52338,0.81663,0.92886,0.99874,1,0.995,0.936,0.35058,0.54784,0.7993,4.43202e-05,4.43202e-05,4.43202e-05
24,251.08,0.51513,0.81232,0.92983,0.99866,1,0.995,0.94135,0.33692,0.53392,0.79557,4.38152e-05,4.38152e-05,4.38152e-05
25,261.386,0.54438,0.85002,0.95194,0.99832,1,0.995,0.94035,0.33495,0.52805,0.79416,4.3292e-05,4.3292e-05,4.3292e-05
26,271.753,0.54007,0.83113,0.93587,0.99837,1,0.995,0.93383,0.36388,0.53648,0.79709,4.27509e-05,4.27509e-05,4.27509e-05
27,281.777,0.5213,0.83022,0.93626,0.99854,1,0.995,0.94605,0.33955,0.53015,0.79515,4.21925e-05,4.21925e-05,4.21925e-05
28,291.839,0.51825,0.79937,0.92398,0.99864,1,0.995,0.94209,0.34538,0.52481,0.79621,4.16175e-05,4.16175e-05,4.16175e-05
29,301.886,0.55287,0.83955,0.94555,0.99874,1,0.995,0.93342,0.36907,0.52884,0.79867,4.10262e-05,4.10262e-05,4.10262e-05
30,312.228,0.5405,0.8332,0.91739,0.99855,1,0.995,0.93428,0.37458,0.53106,0.7993,4.04194e-05,4.04194e-05,4.04194e-05
31,322.386,0.53562,0.83309,0.92621,0.99835,1,0.995,0.93184,0.36381,0.53364,0.79744,3.97977e-05,3.97977e-05,3.97977e-05
32,332.62,0.52535,0.8019,0.92805,0.99844,1,0.995,0.93101,0.36594,0.52358,0.79755,3.91616e-05,3.91616e-05,3.91616e-05
33,342.728,0.51195,0.78928,0.93049,0.99843,1,0.995,0.93719,0.34743,0.5138,0.79579,3.85117e-05,3.85117e-05,3.85117e-05
34,352.803,0.51719,0.79018,0.92263,0.99854,1,0.995,0.94334,0.33619,0.50614,0.79438,3.78488e-05,3.78488e-05,3.78488e-05
35,362.843,0.5177,0.80438,0.9288,0.99843,1,0.995,0.93847,0.35493,0.51965,0.79566,3.71734e-05,3.71734e-05,3.71734e-05
36,373.054,0.52818,0.82216,0.92945,0.99856,1,0.995,0.92546,0.3641,0.5402,0.79745,3.64863e-05,3.64863e-05,3.64863e-05
37,383.453,0.51705,0.83546,0.92391,0.99856,1,0.995,0.93233,0.35732,0.53846,0.79751,3.5788e-05,3.5788e-05,3.5788e-05
