epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.1628,0.72237,1.16699,0.99442,0.96868,0.96837,0.98755,0.77726,0.80576,1.07843,0.98632,0.074013,1.3e-05,1.3e-05
2,19.3798,0.73868,1.1443,1.01421,0.99241,0.99435,0.99494,0.87559,0.57736,0.77536,0.87997,0.0470265,2.64741e-05,2.64741e-05
3,27.2713,0.658,1.04764,0.98876,0.99742,0.99771,0.995,0.89985,0.51477,0.7092,0.8479,0.0200398,3.98439e-05,3.98439e-05
4,35.1883,0.65994,1.0073,0.97692,0.99631,1,0.995,0.89468,0.50908,0.68419,0.83918,4.95616e-05,4.95616e-05,4.95616e-05
5,42.9428,0.63407,0.97696,0.96578,0.99742,1,0.995,0.90265,0.46799,0.66377,0.82927,4.92224e-05,4.92224e-05,4.92224e-05
6,50.9463,0.60278,0.90851,0.96094,0.99767,1,0.995,0.91923,0.43967,0.63954,0.82268,4.87886e-05,4.87886e-05,4.87886e-05
7,58.9069,0.60671,0.9119,0.95857,0.99747,1,0.995,0.92344,0.44375,0.63105,0.82371,4.8262e-05,4.8262e-05,4.8262e-05
8,66.7745,0.62467,0.90949,0.97249,0.99797,1,0.995,0.92524,0.43012,0.61755,0.82352,4.76445e-05,4.76445e-05,4.76445e-05
9,74.7933,0.6068,0.94045,0.96676,0.99781,1,0.995,0.92744,0.40509,0.60413,0.81969,4.69386e-05,4.69386e-05,4.69386e-05
10,82.8238,0.57939,0.8866,0.94343,0.99798,1,0.995,0.92348,0.40977,0.6003,0.81985,4.61471e-05,4.61471e-05,4.61471e-05
11,90.559,0.60794,0.89768,0.9687,0.99804,1,0.995,0.92317,0.42275,0.59655,0.81766,4.52732e-05,4.52732e-05,4.52732e-05
12,98.3548,0.59142,0.87772,0.94443,0.9981,1,0.995,0.93326,0.39361,0.57679,0.81325,4.43202e-05,4.43202e-05,4.43202e-05
13,106.103,0.60657,0.89527,0.96333,0.99789,1,0.995,0.93068,0.37863,0.57523,0.81231,4.3292e-05,4.3292e-05,4.3292e-05
14,113.963,0.56053,0.81822,0.94352,0.99794,1,0.995,0.92803,0.37822,0.56899,0.81037,4.21925e-05,4.21925e-05,4.21925e-05
15,121.812,0.5965,0.87924,0.9587,0.99813,1,0.995,0.93125,0.39197,0.5747,0.8098,4.10262e-05,4.10262e-05,4.10262e-05
16,129.734,0.56697,0.86052,0.95857,0.99816,1,0.995,0.93361,0.38683,0.57052,0.80947,3.97977e-05,3.97977e-05,3.97977e-05
17,137.761,0.56789,0.84549,0.95436,0.99825,1,0.995,0.93022,0.38436,0.55905,0.8093,3.85117e-05,3.85117e-05,3.85117e-05
18,145.851,0.56858,0.84862,0.96051,0.99814,1,0.995,0.93287,0.38034,0.55089,0.80827,3.71734e-05,3.71734e-05,3.71734e-05
19,153.867,0.53483,0.78869,0.92388,0.99773,1,0.995,0.92862,0.39576,0.55477,0.80886,3.5788e-05,3.5788e-05,3.5788e-05
20,161.762,0.54874,0.83166,0.94017,0.99786,1,0.995,0.93743,0.37685,0.54976,0.80548,3.43611e-05,3.43611e-05,3.43611e-05
21,169.817,0.58539,0.846,0.96162,0.99816,1,0.995,0.93546,0.38903,0.55493,0.80863,3.28982e-05,3.28982e-05,3.28982e-05
22,177.806,0.55386,0.81694,0.94268,0.99852,1,0.995,0.93357,0.38024,0.54718,0.80672,3.14051e-05,3.14051e-05,3.14051e-05
23,185.602,0.52882,0.77689,0.92758,0.99851,1,0.995,0.93733,0.36608,0.53358,0.80398,2.98877e-05,2.98877e-05,2.98877e-05
24,193.508,0.54201,0.81642,0.93738,0.9984,1,0.995,0.93614,0.36491,0.53209,0.80327,2.8352e-05,2.8352e-05,2.8352e-05
25,201.483,0.55421,0.82417,0.95082,0.99838,1,0.995,0.93629,0.35803,0.52354,0.80298,2.68041e-05,2.68041e-05,2.68041e-05
26,209.601,0.52539,0.80736,0.93253,0.99845,1,0.995,0.9393,0.36278,0.52867,0.80373,2.525e-05,2.525e-05,2.525e-05
27,217.525,0.53795,0.77839,0.94069,0.9985,1,0.995,0.93364,0.38742,0.53709,0.80642,2.36959e-05,2.36959e-05,2.36959e-05
28,225.416,0.52054,0.77645,0.92263,0.99863,1,0.995,0.93102,0.39981,0.54721,0.80809,2.2148e-05,2.2148e-05,2.2148e-05
29,233.288,0.512,0.76364,0.93015,0.9987,1,0.995,0.94129,0.37029,0.5362,0.80504,2.06123e-05,2.06123e-05,2.06123e-05
30,241.202,0.5373,0.78242,0.93662,0.99882,1,0.995,0.94213,0.3678,0.53553,0.80584,1.90949e-05,1.90949e-05,1.90949e-05
31,249.015,0.53569,0.80416,0.93538,0.99876,1,0.995,0.94176,0.37106,0.53746,0.80736,1.76018e-05,1.76018e-05,1.76018e-05
32,256.987,0.52914,0.76886,0.93739,0.99865,1,0.995,0.93651,0.37675,0.53869,0.80812,1.61389e-05,1.61389e-05,1.61389e-05
33,264.986,0.55075,0.79314,0.93691,0.99853,1,0.995,0.936,0.37849,0.53274,0.80726,1.4712e-05,1.4712e-05,1.4712e-05
34,272.956,0.56637,0.80992,0.93709,0.99847,1,0.995,0.93578,0.37128,0.52612,0.80616,1.33266e-05,1.33266e-05,1.33266e-05
35,280.834,0.57348,0.82833,0.95572,0.99838,1,0.995,0.94303,0.35697,0.5184,0.80428,1.19883e-05,1.19883e-05,1.19883e-05
36,288.669,0.57213,0.79268,0.94573,0.99831,1,0.995,0.94405,0.35582,0.51844,0.80341,1.07023e-05,1.07023e-05,1.07023e-05
37,296.578,0.57861,0.82319,0.95844,0.99833,1,0.995,0.94133,0.36446,0.5238,0.80379,9.47376e-06,9.47376e-06,9.47376e-06
38,304.71,0.55866,0.79247,0.93401,0.99833,1,0.995,0.93993,0.36673,0.52589,0.80455,8.30746e-06,8.30746e-06,8.30746e-06
39,313.017,0.56279,0.8397,0.96126,0.99827,1,0.995,0.93991,0.3654,0.5252,0.80467,7.20803e-06,7.20803e-06,7.20803e-06
40,321.315,0.5461,0.78391,0.92974,0.99834,1,0.995,0.94103,0.36403,0.52437,0.804,6.1798e-06,6.1798e-06,6.1798e-06
41,351.19,0.42174,0.57648,0.85729,0.99787,1,0.995,0.9432,0.35841,0.52478,0.80333,5.22683e-06,5.22683e-06,5.22683e-06
42,359.922,0.42818,0.58252,0.8599,0.99742,1,0.995,0.93932,0.36022,0.52959,0.80447,4.35288e-06,4.35288e-06,4.35288e-06
43,368.241,0.43461,0.59945,0.85743,0.99735,1,0.995,0.93926,0.36119,0.53088,0.80479,3.56141e-06,3.56141e-06,3.56141e-06
44,376.722,0.43202,0.58782,0.85768,0.99739,1,0.995,0.937,0.36364,0.53195,0.80563,2.85553e-06,2.85553e-06,2.85553e-06
45,385.281,0.43026,0.58049,0.84784,0.99749,1,0.995,0.93474,0.36392,0.53461,0.80529,2.23803e-06,2.23803e-06,2.23803e-06
46,393.525,0.4348,0.583,0.85336,0.99742,1,0.995,0.93644,0.36519,0.53356,0.80556,1.71135e-06,1.71135e-06,1.71135e-06
